"HolderAddress","Quantity","PendingBalanceUpdate"
"0x4286c967a7d74972f53c13c51a3a592b5a0e34cb","1","No"
"0x43d8bf34ec29352c3d5b7851ee8ec9887cd397b9","1","No"
"0x46bcb633f5a7f74e0399750e83e029d9e4f9f9e1","1","No"
"0x488a98164f65ce4794185ffca730257bd98f2307","1","No"
"0x49ddb4e587f704690fb8b0a0d6dda81befa9cbe0","1","No"
"0x4a4910a3190ca0bbd912052106fde76569fd759f","1","No"
"0x4a7b5e96cf7c91c67138ff929af076b51a3f66ee","1","No"
"0x4ae19dace898b099afa3757265cab0feea2f4861","1","No"
"0x4b7055917f5b4f2cb03a039694370ea9197c4f93","1","No"
"0x4c63fdd6ad72a7e8b7e9240c1dce935e990da014","1","No"
"0x4ccf8c510316ff4c2b7b8198c622ec5f51e06a4d","1","No"
"0x4d6a0ceec62ca26a9cc1d143dd73750f57a75bf7","1","No"
"0x4e191888be872b579c638f5dd9ac3cb14246322d","1","No"
"0x4eba0f6c0436013ae4759d3cc20d5b9970ae7735","1","No"
"0x4ef3595951988b2e8eefb1f7355ea8521c885a0b","1","No"
"0x502795175fb5fd339d87c87297043151d8236e8e","1","No"
"0x5077dfa0e6b4bd0eaeb596ff704c8570ef89669d","1","No"
"0x5174120ca9981d85f8acfd8a2de666512f2f8dde","1","No"
"0x51ce73df6f3d5f7154959eb1ee0fd90a8e2540ab","1","No"
"0x550b64f5f944e9473f21c3b57a74bbf804e37f02","1","No"
"0x5824ca302be17f53ee1c2b1f852588e85265fb0a","1","No"
"0x58263777d82cc4990c69c6d02bbfeea9d64b0edd","1","No"
"0x5a94d65c886fa55024cf67df119fb39ed53136e2","1","No"
"0x5c62cdfc9f3c23d4ec2bb8635b6f70346bbe803a","1","No"
"0x5c8f862cd438ae01acd9da7287c1fcb0e162ed5e","1","No"
"0x5d0c9bc1f7ea63e27629bd6ffd214e59b8507402","1","No"
"0x5de7696cd5d8079e5cf826efbfca0b41839d2d30","1","No"
"0x62589f6e3bc4ed3ea671c1fcb4d78c003a3d9a69","1","No"
"0x6287dcbfc58e93de4a0670c01bc42e93b1bd20e9","1","No"
"0x65718740f4ce029f6ad5914e24fae6938068ca3a","1","No"
"0x6664c0d95c0b759b5281ea6103d8bbd1704f45b9","1","No"
"0x694ec27c36055afc5c9e505c265f39f92228893c","1","No"
"0x6a62a39227a1df7710e05bc23343b48d7d6f98ed","1","No"
"0x6aa56757c287f0f23b26243326765fe2bbc14610","1","No"
"0x6c66ed3a412b15638cf24106185e54d1accc6a12","1","No"
"0x6d033e0edca8557bf1453d0146e5f595f6607731","1","No"
"0x6d3f839752f96b7569dcf425698b01bb73053e7c","1","No"
"0x701b6bc4a937682411df3c43d9e91d041cbab986","1","No"
"0x70215d7f29017a1ee0e0ef4066e4669e6d47bebc","1","No"
"0x72af03d398a4999e68766482e0af9f6cd9aa1139","1","No"
"0x7340d7f9552837ac39d367186c84615f75afdc08","1","No"
"0x79dfaedf23a58b03fe3ab834e789e711a92ecccd","1","No"
"0x7adf0ad672c42cbd4c06b04eb6e3220ac9c580a8","1","No"
"0x7c4c9c8ba895f092c4529b16811dad8d20c437e8","1","No"
"0x7d0cd6a6c68a46b037208c0a289bf34122d31672","1","No"
"0x7d8319aaf6ea184ed7c4ef0ea68a055ff2a72f21","1","No"
"0x7eb75e8c30f43c8589c2f77d69def98ea4433d75","1","No"
"0x7fde433415847e4b8a7ba1c97eb1daef84609280","1","No"
"0x8188bf3781805ccb7d5856afada677a47ff27a6a","1","No"
"0x821467f27fecf3695234d70817fcc2c14ac5641b","1","No"
"0x82853ce78c04df64ab081864a47387116c51baf1","1","No"
"0x84dc0290f64b11a1895c8a50ae2c77de42888a66","1","No"
"0x84fbb19343fb919517f22f87562a7a4b5029e45f","1","No"
"0x86dff31db5872498f252b35115924423e329fc63","1","No"
"0x87c16b6a0a679190e73d712bc8dd7325f9182db3","1","No"
"0x89a5625964b1e5a71d6b10932627ef4303ce0891","1","No"
"0x8a37a88b8b183e18f43cba1d9e91b2e8d9dc3c91","1","No"
"0x8a382e3bba3056fb6efd1cd2db2912a3737f5c73","1","No"
"0x8a6410c44bcd52084ce4eccf407b363406a5ad66","1","No"
"0x8ad94c6ab50d401a8b0faaca736f7bba2e0ced0a","1","No"
"0x8d89fb13f8638baaf408445c670e0d2ad93c74d5","1","No"
"0x8ffe009de2296109b4d27bc0abddcc3e66c65f31","1","No"
"0x91242acbb70deda53c19cf4ffb35c89ae5eba290","1","No"
"0x926435d7b110f697ac5a24225f80707edc610c9b","1","No"
"0x929cb8838a7fcfda2fd77e5195f9bd06f8461fa4","1","No"
"0x92f6e85942ba6303677f4ef3480ebed38e71151f","1","No"
"0x9330036bd44e33b932c16b9db09f2e65c0f67ef9","1","No"
"0x95a43c71b1f637d022c5697e290f6b1d56d70741","1","No"
"0x95c9b89b356e5b0aa757ff149c58df84e08b8cca","1","No"
"0x95f4cc350c65ddc3f4d9dc49303d98a5b7717d43","1","No"
"0x961fac7f089c4b45f66146af6b53ad9c0749989b","1","No"
"0x964d13bcd26d368bcd08620da0073a59afcc7c9f","1","No"
"0x9700f8d61eb5f95ef01c266b45bac47a08fb4c9f","1","No"
"0x991005b29c2db23fa159a823d79cf7ad8bd78bd6","1","No"
"0x995c94b713d0048ee0e30ec5130baf31c7a31062","1","No"
"0x9cdd1b716d520bd3f772c138b7df06fe450c6824","1","No"
"0x9d013a2643bab7eb95dcb7f761d637ef83b14cd9","1","No"
"0x9e7a650024f161298c64dfb8c0ab37ceea1fe91f","1","No"
"0x9ed6a6dd34efc11e1e59607b870cd25df491b3ac","1","No"
"0x9f4755c4a63071741c08097f926d6f2234dd943c","1","No"
"0xa02501979bbac056c82cb8ad0a66493137791467","1","No"
"0xa18b92b20b6bfea220b74e75c3b17b76e1e145dc","1","No"
"0xa234956f687b4680992ccd4e69a4cfdd32c7abce","1","No"
"0xa47dc95baca427c6713d32bc4adbe061c4b9e996","1","No"
"0xa5736fa4eb321c2f5bc43073905dce30470bc7d0","1","No"
"0xa60addfb103989e5d24f9f4654610d8a330a61d4","1","No"
"0xa60b72668418fb0d9928ae46cb79dbeb43e7c11e","1","No"
"0xa8b442925d4faf36c3b477eb7b5747abd73b64e9","1","No"
"0xa8b8057f44c98add363d2a7e227866d07fd2dd20","1","No"
"0xa91aedab32589f19f39f87d1e5d7e2cb77f5d0ff","1","No"
"0xa9ed0e251cb66dc6bb56016816b64863934969fc","1","No"
"0xaa5e7a9be4cd2dd247b8a3cddf947dbda769cead","1","No"
"0xac4739f97dded42f5621d280fc2a771b8495064a","1","No"
"0xaca2075a0fc54a6daf42d911bda8cfa8f7828b88","1","No"
"0xad52d45f32381f2b4f6f41c7536c9ca88a64fef2","1","No"
"0xad99db6b64011a5f106d5617da9d29652d88345b","1","No"
"0xadcef8f4eb7b7040c5226835dc0d9111fb654588","1","No"
"0xaf1ebc8c64ca8a537316bcbd47462dd5e6c6a410","1","No"
"0xb0168d2621d69dfbdb6cb799623e893f4dcf3188","1","No"
"0xb0eaf4fec08a8cea87dc6638271eee3308623968","1","No"
"0xb1213b09727a1f1b8695f728f14ad1f005276f30","1","No"
"0xb1aeb1ead6566416586204ee32322e52fbdf512b","1","No"
"0xb2daec992a82221459c782df8fb00e6956a5c5ad","1","No"
"0xb3044267409bf3b0c00b7d7923b0273e08f7b7af","1","No"
"0xb3f3d85bc82f68ca3c9c1664b7879699be7547c4","1","No"
"0xb49220768cb71c998ef0e12752a3391038b967e1","1","No"
"0xb4e912c0ed3b356af88ee2587250875d4676ca02","1","No"
"0xb548ea95d4b5ea40f42a105c7506248b73a3d720","1","No"
"0xb823decba39f5eb71116b3f8831a06f302e3ed16","1","No"
"0xb864c234dcfa0d7955cdce59368123a3b0ff6f55","1","No"
"0xb897d01f4c8c74eb7f68725730c1fce09d244bc9","1","No"
"0xbc436e01962b38a0f142eee714690b751ebd8e2c","1","No"
"0xbc4aff27c74e76e4639993679e243f80f8f455fc","1","No"
"0xbc75c2aefebef43c109d87c4b83e9b5e59394e1a","1","No"
"0xbc95a398f6b74444c10351b2509dc2f1c14ec4a7","1","No"
"0xbe0b9613186c6d4dd3c66b412c9364946a626110","1","No"
"0xbec657d05e9ed7bf71c81e524e0e8e177ec53b27","1","No"
"0xbf4fd1eef6adae364c6dad8dda18c578e4696f17","1","No"
"0xc2a2e6e7da0e7f32db54d4e9f39c80347917321b","1","No"
"0xc40578cb18049f0f96051507421bf54e0873356a","1","No"
"0xc4a58c1efabfc2d7943e899f3fdb93ec71b17c19","1","No"
"0xc4ba0a9ca644686f4c8292308cd67caa210a8c98","1","No"
"0xc691a40aa982ae66e1772e6a15007eb617d9239b","1","No"
"0xc7168d5dc40ea97bf86a1e5bed3a9cc94c04b11e","1","No"
"0xc90df168e94b2589af691d5598ade5ac8442f5c3","1","No"
"0xcb09d887888df630de40fd04a356a27897806ab0","1","No"
"0xcd604db44ec320a90a77c90c63f6705a7b4633b0","1","No"
"0xcdf0948cc738ac26c1fa83edcb96b87591f64dbc","1","No"
"0xd11813f582f3754ecd788fe33ae262a246424c8d","1","No"
"0xd12e09522fd06230040f4fc5f3d1e92cdc083cee","1","No"
"0xd1a7ceddfcc5d90a64c2b1d92fc6cc52d63a5dde","1","No"
"0xd29022e6f402e898689b3aa7ea7cc5f856512cc6","1","No"
"0xd2b41b2209de76ed2b6224e9204248d055ee20c8","1","No"
"0xd441c536aa7ec52ca77a9896b017b5382ced1160","1","No"
"0xd6827f158dd35b593b04ee11d8db20fc328b82ff","1","No"
"0xd8c2a967aa378341a4fdd9a8878a2f33217c390c","1","No"
"0xd91711059acd453e89cea6ec10e23259c79fad45","1","No"
"0xd98cb34db59720dcdd3acee1b844bad74e4eb0e6","1","No"
"0xd9f993583c6c08bef0bcb9cc8b7bc09741807569","1","No"
"0xdae936b09111af28cdd6de08c6539eb1cc5b531b","1","No"
"0xdaedad5cc673fcaf21885ee274d3031599612575","1","No"
"0xdb62e506781b2e1c86958db8618d161b3877ac17","1","No"
"0xdb94d97e74e0c5927625831e28a416e875ddd1a5","1","No"
"0xdc0bd7b2ded00a15511701e7c0a68f84b99d6e69","1","No"
"0xdc2630e36e77ffbedc6223b8078d13d7f81d15b8","1","No"
"0xdc9d8f5f45d40bb30dbf907435138503071bf400","1","No"
"0xdcea5c4248fee07b33e354a52c158909b033e0e8","1","No"
"0xdcebb5ab04617d68d27b0d45eaf36e5aadade023","1","No"
"0xddb2b551987ff609abc07eb33424032848640c17","1","No"
"0xde88da4318622ab2b36b4d997652158077bca8e9","1","No"
"0xde952590670afaee63877971d4d42fb626b3fbe0","1","No"
"0xdf7982f68880848d57da92bdf454807b13f552da","1","No"
"0xe077cbe0b09d1b68fee9224108a0b362e171ae22","1","No"
"0xe129a581695590f5fa609c696da26f8a1a3ce4f6","1","No"
"0xe1f57e89db9cb7dc449179efc9651f249ae9bf59","1","No"
"0xe36740a6d9c66d971c98d4c08412a7703445e389","1","No"
"0xe443363e69ede8c781b4ded44c2ad7cbe3577e56","1","No"
"0xe51fcdd504238b08214e42843c908e783eb40c1d","1","No"
"0xe55bf2ea57af70a4f8792ba6017bfc25bb64c16c","1","No"
"0xe7040b2d6a11cb099d44492a527530cc2bc304fa","1","No"
"0xe908e87275d9ce32b17c39a4ad36e874466ae785","1","No"
"0xe94c2bbf8948fc62fe4866d83e85545368a7cece","1","No"
"0xe96ece2e9d33363cdcd20c495510cdf45be4de1a","1","No"
"0xe980838d277ef8e30dcc0fb602d905cf59956227","1","No"
"0xea4e6be8188f58f748082acc3ccca9068bed092d","1","No"
"0xeba6bc9b82f3ca7561cc8ee294e743fb8117f73b","1","No"
"0xec0c3ead0b5b736af3be8574fc2e6d5d2038c557","1","No"
"0xece3f312a98d741a0e1a798f2a4c3f75a94d3f4c","1","No"
"0xeea5d764b83a742be65a8211dffdd88300950f6b","1","No"
"0xef762e56a4b3a3352ad79f1c35d15576d62fc27c","1","No"
"0xefe094685e0adbbb0fdd0a28a71eee29297ee829","1","No"
"0xf049387c7deea8a0f3b7046b104504a3597dee77","1","No"
"0xf1a3d388e64d1f10dee83d4a890aeb5ce729c91f","1","No"
"0xf22ce2ca7ebb447ae6a7949ff7154a7de8a3f859","1","No"
"0xf23210fc4cbd6bb08bb80cf772354eef9d72427a","1","No"
"0xf3396a67b2f057c195387a48b7ce3517d4cbab96","1","No"
"0xf391e23ab3f7b8381d47c83c34c03f5b0d685e9b","1","No"
"0xf622fdf53587fde49e75f5c8928b3dfdbcac24d8","1","No"
"0xf6c2950c133b467cf67e0b6a690e15006d6d6d4c","1","No"
"0xf6e09c13d7040a11a31ab08e394402fdb9bdc336","1","No"
"0xf8773bb3c32ca55583413320ae4651321c11d8f0","1","No"
"0xfbcf753b79a9d6f037888a18dec954d45f3083b5","1","No"
"0xfbec2c5cbb8bf4179e605520c6be48d75ed5df81","1","No"
"0xfd2764e321f04306f5feceedfdd13a46abb3272d","1","No"
"0xfdc60892b1a979376590b38acdbd1e533a9ea69d","1","No"
"0xfdcea8a413c519d5cda4c77ec72ee49c971667d6","1","No"
