"HolderAddress","Quantity","PendingBalanceUpdate"
"0xb07be2f3b41caf8ebbb911b3786d5ba9b7ae057e","2","No"
"0xb4fd561f7863643e418ae490fcd18ce49f8001f3","2","No"
"0xb654352f9d49faa07c24d7fd9bb0dd5bfef82b1b","2","No"
"0xb738fcb6a2f0e76117c068e92ac9c69c9df2a1fc","2","No"
"0xb99826b4e4cbed0e194a2cc35e932ac4b6068ed6","2","No"
"0xb9d4bc85c362feec4e475159fdaab81454d9f814","2","No"
"0xbad8ddde0ad583d1de9e3ed0e4ad4a435b950369","2","No"
"0xbcf681dc3613f6fd5522c50b792ea774d9fbe0bc","2","No"
"0xbdc7abd9324e232eec115103665722ff09e33f08","2","No"
"0xbe76c80474ed3f400e2f563ca1f310eceacdf461","2","No"
"0xbe7955b11f59d6f78fe1b158a4fe94c2901e4f3a","2","No"
"0xbed6fa0afce1da15c8509829b807c411463fc80a","2","No"
"0xbfca9698fe2acc3b32e19c1520828d6f3c7509a3","2","No"
"0xc008c59b25a71e678ae3a9d4b01c6fa8b203cc79","2","No"
"0xc00ca6162b7a15078cfb6b90aa261949f8e00e83","2","No"
"0xc184018d9e9dec80b87b9530b17a8ee276bc6ced","2","No"
"0xc36af959cdcf851c481bc9cd31d35a138ad155e7","2","No"
"0xc3cccc1045d9c57415112435daf0fc99d8761759","2","No"
"0xc3eff72288e1732df9164f225c5d9ad8ecc0fd2c","2","No"
"0xc6180bb583c6ab27a0a43904a577e2b5f50a6ef1","2","No"
"0xc9449d45a00f16bf50efd0a388c245c927c760ee","2","No"
"0xcaa5f88a9096bf6f1dc1f002b1bc626fd2d1e2f4","2","No"
"0xcadc0a1a87b80ba6619f03206e02c14945cbbca4","2","No"
"0xcc1e42f9ecf079ff77969d5d5d0c9d71114f5e83","2","No"
"0xcd91b3b50c5ef3a73b736692fe65cb4b31b840c1","2","No"
"0xcd973a06743a41341f0a1e5f13e9db73961816e9","2","No"
"0xcdd3f8273f1a2b5f3f2cabb3a1def6a910fdf26e","2","No"
"0xce58e2e708f1118715e3028b7f220f07ca84b48d","2","No"
"0xd0db6b6e7744ce4a07f6338839c7bde1240c6254","2","No"
"0xd12535a68aaea167538ede2440c50958c82ad408","2","No"
"0xd22b0afcd55a1e742aca8dee383b2396a459d2a5","2","No"
"0xd369a994d081f7b01a2a5ebc9484f6ab5650ca42","2","No"
"0xd5d0779e7997c8ef03fba018f7df4c0f838a5292","2","No"
"0xd76f1299b881cebcb00077fe3171abc4145352d1","2","No"
"0xd78d7af593c4b4c3d9896281184d4bfd89145350","2","No"
"0xd7fe596b9007d24329eb3c92c827db88cc7ac906","2","No"
"0xd8409d7e3458428eeea64a235e58d8e43371ed33","2","No"
"0xd8b49c5f45e62a4e2b0674463b88772394a84966","2","No"
"0xd8e48c432564f863132047d0da8d3493d2b09566","2","No"
"0xd923e8021a0a69322f1f8a9d1802f56fda5b7ef4","2","No"
"0xdd6ddb82644297c706fd2833f80399a8fce3c7b4","2","No"
"0xde677dedb67a80ccb676b9c1f533488972ae5e67","2","No"
"0xdf613be35fb2978d6a42a0880543686f7978495f","2","No"
"0xdff454be9b07b9d64ffe8c6dc71b44686ec12e3e","2","No"
"0xe038aa65d4a5005cf947adbbe41c07d2c3f819c9","2","No"
"0xe16d4126a779dbb5bac95f61a90dc17397d89e1b","2","No"
"0xe2698985870d6a0bcc3311aa856aba5c07d02012","2","No"
"0xe31285e7fe8b7e7eba4332271c09813ebad46aec","2","No"
"0xe709bb90ac20edcd194cb3c707c3f145d33805a9","2","No"
"0xe9df28ec4fbdeb95dc024cbf6d41cf069cf932c5","2","No"
"0xed3b4e00377b17f31f184865dd742071eba9dcf0","2","No"
"0xed596fbab82653ee3cd4b3606ae1f79ed7b3d7b7","2","No"
"0xeec752217467d8369815f13dee3e96b614462d13","2","No"
"0xef149d3c65476fe1b306ea2eafdfc054edd5c1d5","2","No"
"0xf1d9d60067711218486e53db4e1946f5c240a19b","2","No"
"0xf208a854d8dd608ad95644e7ca3a59a31aacde9e","2","No"
"0xf36fa5a4f98be59c5532ae8117dc36d6dada7a2e","2","No"
"0xf39ba8bc55f1385a01a5d49d5e949e69ea4c1590","2","No"
"0xf7878e10119f6315109c6b7009c0b006c00b03ef","2","No"
"0xf856f84f3347d9de5a4742885d4cf63df9ecb08b","2","No"
"0xf976dcd48ae38b90bee0ec254ffff842817b1774","2","No"
"0xf9b8666bbfd86bcedc75a7dda704be6d1213fe10","2","No"
"0xfbce524e88c3d607a1f50f4c09f98e27d0651c1c","2","No"
"0x00de3617af4dff2e41559539f7c9f46aa1df35d2","1","No"
"0x0245a297328e568f5e8ff8dd13a2b976c9ffade0","1","No"
"0x043524a5c18335706c43b2b8e3dcaadd7a5af227","1","No"
"0x04aed0c83c442c759e0eeca484cb047b23cebef1","1","No"
"0x051f1f3920d196cc998d74a56978370b82432d25","1","No"
"0x05fcb21f3c380d487108fbbe8c29a297cf82dd22","1","No"
"0x070582825b3d2304610aa15b0833149bdb1ccd4f","1","No"
"0x08664f18c9ecdd5e3c25e2a737b26070b77be35c","1","No"
"0x093287cf637c61ba8a288c7b666d8d551ea0ccb7","1","No"
"0x097908d844e8080f413b9d784435c12726cca155","1","No"
"0x0b920b8c3bf9cd823eb5e599ab42cb610a1b6c73","1","No"
"0x0c1e62fe62b84516b20e88c8d5a37cf3cf59be60","1","No"
"0x0c62c0294874e505e61a26e9cb1d66d8b1923fd0","1","No"
"0x0cac3b7a921e6128646e06c70c85dc757941cc2c","1","No"
"0x0d289bebc2b81e587cd6e91456087d5addc70e67","1","No"
"0x0dda15752be117884716b66093eb6f51c5b6ff11","1","No"
"0x0ffb755544ac5cca05a46023e05ee7aa29e755db","1","No"
"0x124135d09501621144d1bb5481ec2a048ba64fa6","1","No"
"0x1326b00056a38aa402f522f67cd78f7b42042c17","1","No"
"0x156610c05270bc7b4c91dade33e2b890c7bf75fe","1","No"
"0x161399ee3cb3ec95ac3bcced8241903f86a2c53b","1","No"
"0x17e906f806a9941e613bf0dc8ee019a09c2efe9f","1","No"
"0x19207fa781aed482b2f0dfea125076c6e4e0e2f4","1","No"
"0x1aea534470772da0438acc16c98d622a343b1da3","1","No"
"0x1b4b10cc408d2830a7bbe96ca0cb68cb98c23283","1","No"
"0x1d996c631b89ee7adb65bae8c55412d8a407714e","1","No"
"0x201778726740722f28eaa9cb32141f7998be0ead","1","No"
"0x23a136563b2088a5ac96965c8d3aaf199479f4b5","1","No"
"0x23e24e2b892f86988132c8157d5e10942b1b6d96","1","No"
"0x248b57e06956a49b260e26b691aef96b2a9d5c54","1","No"
"0x24fcefdb67e754047be0f65e3bc2defa1b5d69c2","1","No"
"0x2822310a5deaafb9a6ef572c7705a0c642e29ea6","1","No"
"0x28c32169b188d270419f52755d87087c29d46ec6","1","No"
"0x294901de875244fd77916db52791afb496bf6929","1","No"
"0x29cecd5e793904a0cb452d2c8dc682cd3a3ea736","1","No"
"0x2a0e4f89cc36b102a3ee294eff79ae28f7a490ac","1","No"
"0x2a2b4ba469bd6212fea13db638ef668a847d708b","1","No"
"0x2afcd946ba7acba4551c80b2dd155dff915fc89a","1","No"
"0x2c4eee082a4fbe70e5eb9c2fb629328ca24b7102","1","No"
"0x2ff5109357e04325e5f1ab8594b3221338bc94e6","1","No"
"0x30e05fc29206b1f0b04d52cd748e8e46b4f2c1a5","1","No"
"0x31cfa1601aec4b34361681cec77f6872c517a81a","1","No"
"0x32f2c5dd849d8be4d52646ee5fb7db2f2652e944","1","No"
"0x3330b6426cfd49362d82b9678fce2bb9db8f4e36","1","No"
"0x33a01ff88f5007d9791037d5d726bfe3c1289a78","1","No"
"0x341e786666d90d2860c2e0c99f2348d229bd7ccb","1","No"
"0x35001ca584d1ca0ddee18d4695e3e5f078f5e411","1","No"
"0x3584ace01809b6092e13632a17c0de88916f5a4a","1","No"
"0x38f8f45fb84bf672ee3b1b6845397c7fb69b6b39","1","No"
"0x39d69c40289d3c87ec3935a2c19353b3f51acc8d","1","No"
"0x3bb68f732010211d8f9c8275e1013807790cb4ee","1","No"
"0x3d8913365f001baf3816a16c39b7f435bcbda1ed","1","No"
"0x3f316ad9dac6ce8492edadfdbb02880dfc6bd082","1","No"
"0x3f7ac575f3c6a9e848b1f1ec3a51ad24bf2b1624","1","No"
"0x3ff95cd769ac78548719db9c03c546755fb12202","1","No"
